name,carac,coef,term_col,deg
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I,pathway,-0.367053200883679,term,131
PWY.6531..mannitol.cycle,pathway,-1.77717510255201,term,119
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III,pathway,-1.42913170165928,term,57
PWY.6549..L.glutamine.biosynthesis.III,pathway,-1.377509262612,term,86
PWY.6588..pyruvate.fermentation.to.acetone,pathway,0.107127617067108,preterm,60
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation,pathway,-0.141909487362663,term,16
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.,pathway,0.405509667466358,preterm,33
PWY.6606..guanosine.nucleotides.degradation.II,pathway,-0.193145532402337,term,80
PWY.6607..guanosine.nucleotides.degradation.I,pathway,0.405509667466358,preterm,42
PWY.6608..guanosine.nucleotides.degradation.III,pathway,-0.193145532402337,term,131
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis,pathway,-0.396733569100937,term,89
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate,pathway,-2.94825452469771,term,121
PWY.6708..ubiquinol.8.biosynthesis..early.decarboxylation.,pathway,2.18226722687984,preterm,86
PWY.6731..starch.degradation.III,pathway,-0.561676367990567,term,48
PWY.6749..CMP.legionaminate.biosynthesis.I,pathway,0.488408322838016,preterm,41
PWY.6803..phosphatidylcholine.acyl.editing,pathway,-1.7374635955838,term,140
PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I,pathway,-0.791090281222513,term,127
PWY.6895..superpathway.of.thiamine.diphosphate.biosynthesis.II,pathway,-0.791090281222513,term,100
PWY.6902..chitin.degradation.II..Vibrio.,pathway,1.10843182095187,preterm,77
PWY.6922..L.N.delta..acetylornithine.biosynthesis,pathway,0.724679999086857,preterm,36
PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.,pathway,-2.00478168730181,term,122
PWY.6992..1.5.anhydrofructose.degradation,pathway,1.77378450497202,preterm,70
PWY.7013...S..propane.1.2.diol.degradation,pathway,-1.44480157163667,term,118
PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule,pathway,0.913867586355204,preterm,82
PWY.7094..fatty.acid.salvage,pathway,-2.25528578595063,term,79
PWY.7118..chitin.deacetylation,pathway,-1.50094614510237,term,151
PWY.7165..L.ascorbate.biosynthesis.VIII..engineered.pathway.,pathway,-0.912565249862236,term,41
